date,likes,user,location,text
2022-06-13 13:01:02+00:00,0,jonathancameloo,"Belém, Brazil",@iK4RUS Queres continuar no catálogo da o Boticário?
2022-06-13 13:00:20+00:00,1,LisandraMorena_,"Rio de Janeiro, Brasil","O kit da O Boticário q veio na cesta q Rodrigo me deu ,é muito cheiroso 🫠🥰"
2022-06-13 12:51:02+00:00,0,frcardosoo,No seu coração,Meu shampoo da Boticário tá acabando 🥹
2022-06-13 12:38:06+00:00,0,MaisNovelas,"Rio Grande do Sul, Brasil",O cara ta pior que vendedora do Boticário... Ela mal passou na porta e msm ela falando q tava com pressa ele arrastou pra dentro da loja 😂😂😂😂 #CairEmTentação
2022-06-13 12:04:59+00:00,0,Thaayy_19,Escorpiana ♏️💜,"Meu hidratante macadâmia chegou, agr falta minhas comprinhas da Boticário 🫶🏽🥰🥰"
2022-06-13 11:50:13+00:00,1,MJoicem,"Parada de Lucas, Rio de Janeir",Amei O Kit Da Boticário Que Ganhei Do Chato 😍🦒
2022-06-13 11:37:38+00:00,16,Vieira651,"Minas Gerais, Brasil","Exemplo a ser seguido por todos !! 
Chega de financiar o inimigo!!
O mesmo acontece com vc compra na L.A., BK, Ambev, Itaú, Magalú, Droga Raia, Boticário, Natura, Avon, Uber, Skay, Fiat, Volks, Latam, etc. 
🙏🏼👊🏼🇧🇷👊🏼🙏🏼
#BolsonaroReeleito2022 
🇧🇷🇧🇷🇧🇷🇧🇷2️⃣2️⃣🇧🇷🇧🇷🇧🇷🇧🇷 https://t.co/aNCQQFb3fU"
2022-06-13 11:27:41+00:00,6,xxmariec0,"Palmas, Brasil",comprei um presente p minha chefa da boticario e comprei um chocolate tbm ai ontem eu comi o chocolate. vou ter q comprar dnv
2022-06-13 11:24:05+00:00,1,btzurmel,,@sadderfly @falameuanjo É Boticário nele!!!!!!!
2022-06-13 11:07:29+00:00,3,Gsm2016Soares,,@AxelJorge92 Esse é o cara que usa um carro Polo para ir ao shopping na loja da Boticário compra perfume para seu namorado e passar na Renner e compra uma roupinha daquela escrota. Acho q esse ano ele terminou com o namorado dele. Passou pelo shopping e disse o Bolsonaro terminou meu namoro.
2022-06-13 10:43:51+00:00,1,SimoneGriebler,,@Carolmph Não vou falar nada sobre O Boticário também
2022-06-13 08:15:48+00:00,1,SorayaCorreia5,,"Restinho do dá pra usar hoje.
#Celebre sua força o Boticário.b https://t.co/hQM5meY96b"
2022-06-13 07:36:31+00:00,0,PoemaEspiritas,,Exatamente. Adeus boticário. Vou usar de outra marca. O meu deixa pra eles.
2022-06-13 06:09:13+00:00,0,brelezaa,024,passei um óleo de ameixa negra da boticário e tô me sentindo a mulher mais cheirosa do rj
2022-06-13 05:10:43+00:00,0,PontuFALEI,,@cirogomes Humm foi pro abraço Boticário inaugurar a ponte do Bolsonaro!
2022-06-13 04:23:19+00:00,0,_teslia,"Fortaleza, Brasil","@69giess Amiga 😭 queria dizer que comprei o da Boticário e tô amando…não tenho muito problema com pelo encravado, mas a bunda fica outra, te juro"
2022-06-13 03:23:42+00:00,0,madriaga_amanda,,queria um perfuminho da boticário 😪
2022-06-13 03:16:46+00:00,0,i4hmomo,,ai como eu quero esse body splash de morango da boticário 😞
2022-06-13 03:11:13+00:00,0,vlandeq,Brasil,"@_farofadebanana Bora no Boticário, tenho q comprar um novo tbm hahsush"
2022-06-13 02:48:18+00:00,1,du__edu,"Sítio Cercado, Curitiba","amanhã vou comprar perfume, mas não sei qual da boticário ou natura q é bom"
2022-06-13 02:31:50+00:00,1,haveyoumetbarb,,@andressallemos Tá pronta pra usar o my blue do Boticário
2022-06-13 02:23:16+00:00,2,Lopes52687633,,"@mmmarianos @LojasOBoticario Boticário e natura nunca mais, por mim já faliu"
2022-06-13 02:13:19+00:00,1,evelyzest,Brasil,"@antonellavanoni No Boticário tem um serviço de maquiagem que vc reverte em produtos, acredito ser uma boa opção"
2022-06-13 02:08:50+00:00,0,julythaynan,,"Hoje eu tô avançando nas marcas, de Avon, paixão e Niva para Eudora e oboticario, já usei uns da Boticário antes nas minhas condições mas hoje tô evoluindo mais e mais.. GRATIDÃO SENHOR🙌🏾🙌🏾"
2022-06-13 02:02:12+00:00,0,i4richas,ele/elu/ela,Q bom q minha mae é revendedora boticario e eu uso o quasar q é 80 🙌
2022-06-13 01:50:29+00:00,1,klecri,Tanzania,Propaganda da natura e Boticário brochante temos mijona de ponto de ônibus até dança das cadeiras realmente não sou desse planeta #boticario #natura
2022-06-13 01:43:05+00:00,0,gutoalvsa,"Oporto, Portugal","Passei ontem na Boticário e comprei cinco desodorantes. A moça perguntando o que eu ia fazer com tanto KKKKKK, amada, cuida da sua vida 🥹"
2022-06-13 01:36:43+00:00,3,Raquelopes_,,"Hoje recebo uma notificação do nubank ""sua compra foi estornada"", sendo que fiz a compra tem mais de 1 semana. E o valor realmente sumiu da minha fatura.  Tô chocada 🤣 Boticário seria isso um presente pra mim? 🥲"
2022-06-13 01:28:15+00:00,1,AndreEGualdi,Porto Alegre - RS,@Carolmph Eu de Polo indo para aeroporto pegar meu vôo da LATAM... Antes dar uma passada no Boticário...kkkk
2022-06-13 01:13:25+00:00,0,gagabandidarm,NAK MUAY 🥊💪🔥,"Passamos lá loja da Boticário comprei + 1 kit da Lily, minha mãe perguntou se eu tô fazendo estoque 😂"
2022-06-13 01:12:27+00:00,0,libritta,Portugal,"Dia do Amor O Boticário | #DiaDoAmor   #VivaSeuAmor https://t.co/QWXMqwEKmo  Video,incrivel deixo,havendo procedermos,colectivados retribuirmos,apreciando estimulamos,funcionando numerosos,socializados."
2022-06-13 01:03:45+00:00,2,maiaramachados,bn/sc,a maldição do iluminador do O boticario de quebrar é surreal
2022-06-13 00:56:43+00:00,0,Mariane2504,"Rio de Janeiro, Brasil",Apaixonada por esse óleo corporal da Boticário 🥰
2022-06-13 00:51:00+00:00,0,junmso,One Direction ,O hidratante de rosa e algodão do Boticário é perfeito
2022-06-13 00:50:05+00:00,0,_Lethygata,,Muito cheirosa de o boticário 🥰
2022-06-13 00:49:04+00:00,0,MercioAlexandr1,"João Pessoa,  Paraiba, Brasil ","@Carolmph Essa Latan já  era uma bosta pra viajar. Ruin em tudo
Acho que querem o mesmo fim do Polo. Boticário. Natura. Magalu..."
2022-06-13 00:48:00+00:00,0,mandsbastos,errejota,"Apaixonada no meu kit do Boticário, o gato soube me agradar ❤️🥰"
2022-06-13 00:38:41+00:00,1,marimld_,"Duque de Caxias, Brasil","meu egeo red da boticário tinha acabado de acabar e meu boy foi perspicaz e comprou outro p me dar de presente, mt perfeito ele"
2022-06-13 00:36:12+00:00,0,ReneOficialBern,Porto Alegre RS ,@oiIuiz DONA MARISA PASSOU O BASTÃO PRA DONA JANJA. VAI VENDER BOTICÁRIO.
2022-06-13 00:35:19+00:00,1,gaemfran,,Boticário lançando produtinhos de morango depois de eu gastar 3 salários mínimos com as coisas de morango da the body shop 👍
2022-06-13 00:14:05+00:00,0,Valdeli86093630,,"@Carolmph Minha gente , não tem mais propaganda de nada hetero não é ?!
Natura , boticário , de carro de avião , deu a mulesta mesmo !!!"
2022-06-13 00:06:27+00:00,0,Kathell19728725,,Fiz um pedido na boticário e na romannel eu mesmo me mimoo 😋😍😍
2022-06-12 23:58:57+00:00,0,Patizinha07,Brasil,"Ganhei aquele hidratante novo do boticario q é de cafeína e, p/minha pele é ótimo, fica bem hidratada; p/meu nariz péssimo, minhas alergias atacam. Nem sabia q tinha nota amadeirada, mas tava apostando nisso, quando li a família olfativa, bingo, o mesmo cheiro de malbec q odeio."
2022-06-12 23:58:46+00:00,0,AMANDA_RITTER_,,Ganhei um kit da boticário lily do Yuri amei de maisssss 🥺
2022-06-12 23:43:55+00:00,0,JulieneFerrazL,,"@CravoPaulo Há anos uso um perfume Boticário,vou ter que mudar."
2022-06-12 23:40:57+00:00,0,atalleticia,,"Eu preciso parar de comprar perfume.
Eu tambem: vendo o app do boticário com promoção"
2022-06-12 23:37:00+00:00,0,lrobertofarias1,"New York, NY","Que merda é essa ? CAR@LHO, até tú BOTICÁRIO!"
2022-06-12 23:31:59+00:00,0,ThiagoG25453784,,@rhay_aamorim O boticário é melhor
2022-06-12 23:16:19+00:00,0,beel_mxx,,Matheus alimentando meu vício de O Boticário 🥰
2022-06-12 23:07:27+00:00,1,thabridg,🐝🌷,@kahhszz lily do boticário
2022-06-12 23:06:00+00:00,2,Martins_angell,Danilo / Mãe 🖤🥀,"Mês passado ele me deu um kit maravilhoso da Boticário tbm, e a surpresa tbm foi desse jeitinho, esperou o dia passar e escondeu dentro do armário 🤣"
2022-06-12 23:02:57+00:00,0,Leticia89417037,,Mais um dia 12 sem ganhar um mimo da boticário kkkkkkkkkkkkk
2022-06-12 22:59:26+00:00,0,weedzieri,女,namoral esse perfume floratta red colônia da boticario é horrível puta que pariu qm fez essa porra tem que apanhar de vassoura
2022-06-12 22:58:25+00:00,1,_eelisap,,"O Boticário tem a senha né, tudo de lá e bom e cheiroso"
2022-06-12 22:30:39+00:00,1,rebeka_uexiley,paris dos trópicos ,@Mah_things 😭😭😭😭 bendito cacto da o boticário
2022-06-12 22:08:12+00:00,1,indie_sposto,"Maringá, Brasil","Por deus, tô chocado o quanto o creme esfoliante pessegura do Boticário é bom"
2022-06-12 21:56:16+00:00,0,laresba,,namorei por 4 anos e ele nunca me deu um kit da o boticario serase eu era amada mesmo......
2022-06-12 21:49:45+00:00,0,PaulinhhoTedesc,"Taubaté, Brasil",@CravoPaulo Já não uso O Boticário....agora então 🤔 nem posso dar de presente kkkk
2022-06-12 21:49:08+00:00,0,rafaelaxxxs,Rio de Janeiro,Só queria de presente produtos da O Boticário.. meu óleo acabou de acabar 😭😭
2022-06-12 21:17:12+00:00,0,robertaacrf_,021 ,Minha reação ao vê que o presente era do boticário foi surreal. O tanto que sempre falo sobre perfume... inclusive fiz um tweet sobre isso
2022-06-12 21:12:54+00:00,1,rangelamanda7,"Niterói, Brasil",Ganhei a havaianas que eu queria e ainda um kit da Boticário de pêssego 🥰🥰🥰 meu homi erra nunca!!
2022-06-12 21:08:11+00:00,0,im_anaries,,o boticário vai descontinuar o meu perfume favorito deles serio todo dia um ataque pessoal diferente a minha pessoa
2022-06-12 21:07:24+00:00,1,rblourenco,"Hamilton, ON 🇨🇦","Fiquei feliz em ver o Largo do Boticário, uma área com potencial turístico que realmente precisava de investimento. Ficou bonito mesmo, antes casario, agora hotel/hostel: https://t.co/4rl8HKS4nG"
2022-06-12 20:49:59+00:00,0,FelipeRtur,,@highzinho Quase q a boticário n liberou a Ana do trabalho
2022-06-12 20:44:08+00:00,0,LiapontoD,,@CravoPaulo Não dá pra comprar Boticário. Não temos nada contra os homossexuais. Mas essa forçação de barra já encheu nosso saco. deuuuuuuu
2022-06-12 20:38:27+00:00,0,Lil_Binho97,"Niterói, Brasil",@99rogeriojr Brota aqui 99 na frente da boticário
2022-06-12 20:31:40+00:00,0,Rosadeacucar,,Boticário quer suas crianças vendo isso.... nojo.
2022-06-12 20:31:22+00:00,6,indica_oferta,,Teremos um novo brinde do Boticário em breve. Fique atenta!! https://t.co/pMMc4Ss8oZ
2022-06-12 20:26:39+00:00,0,issadeca,"Gaúcha de corpo,alma e coração",Nunca vou superar o Boticário ter desativado o myriad
2022-06-12 20:25:40+00:00,0,stormpearls,(sofia ♡ laís),"@windsprens ah, pior que eu gosto :( acho meio chato só entrar pra fazer diária e evento, aí como tô terminando de buildar os times ficou meio meh kkkk comprei o linda do boticário!!! mto gostoso"
2022-06-12 20:11:42+00:00,0,IsamaraAndrade,Barra do Bugres/MT,"@TwittaLeth Eu gastando o rim na ""o boticário"" kkkkk"
2022-06-12 20:07:40+00:00,0,nathincg,,"Chegou minhas coisas do Boticário,já tomei um banhão e usei tudo, nunca fui triste kkkkk ❤️"
2022-06-12 20:00:21+00:00,5,_wtfmoratti_,Bxd ,amo as meninas ressignificando dia dos namorados para dia do amor obgd boticário
2022-06-12 19:58:58+00:00,2,xrevolverr,rio de janeiro,"te amo floratta red da boticário, te amo"
2022-06-12 19:52:38+00:00,0,alda_praciano,,@mmmarianos @LojasOBoticario A boticário  está errando muito
2022-06-12 19:49:55+00:00,1,_mikaelyvieira,Fim do mundo ,"Fui na mo felicidade na loja online da boticário comprar um perfume,meu cartão não aceita a compra 😔"
2022-06-12 19:43:49+00:00,0,Michael24206209,"Florianópolis, SC",@CravoPaulo Nunca usei e nem vou usar nada do boticário
2022-06-12 19:41:40+00:00,0,paulaborgeslds,,Ganhei um perfume da Boticário 🥰
2022-06-12 19:35:29+00:00,7,eumanualmeida,"Brasília, Brasil",Acho que a menina que trabalha na Boticário aqui de São Sebastião comprou os produtos do meu desapego pra revender na loja 😂😂😂😂😂 não julgo por esse preço eu faria igual
2022-06-12 18:41:19+00:00,0,dr3ina,"São João de Meriti, Andorinha","As mona quer comprar natura/boticário com a Lucilene e quer meter 7 na hora de pagar, logo pra quem kkkk a mina falando q o marido tá sem ir trabalhar Lucilene disse logo q viu o cara indo e voltando mais d uma vez e q tá indo la buscar um dinheiro🤣🤣🤣"
2022-06-12 18:34:51+00:00,2,FilipeLenon16,"Brasília, Brazil","Malbec tá de promoção na boticário? O que eu vi de Malbec de presente foi brincadeirinha, tá amor!"
2022-06-12 18:33:25+00:00,8,g2b4_,"Bahia, Brasil","Sem caixinha de música, sem kit da Boticário e sem pix vale delivery. Não sei nem paquerar nessa vida 🤡🥹😂"
2022-06-12 18:16:34+00:00,3,carolinedp53,"São Paulo, Brasil",Valendo uma lavagem de carro um kit da Boticário e kit de potes https://t.co/0JJS220MBz
2022-06-12 18:10:05+00:00,0,gnclvssz,"  𝘽𝙧𝙖𝙨𝙞𝙡, 𝟭𝟵𝟵𝟵",Esse esfoliante de bumbum da Boticário é mto bom 😮‍💨
2022-06-12 17:55:05+00:00,0,karlie_sunshine,Brazil,"@LISANATIONS_ Arbo do boticário 

I vote for #MTVLAKPOPLISA #MTVLAFANDOMLISA #MTVLAHITMONEY at this year’s #PremiosMTVMIAW"
2022-06-12 17:46:14+00:00,0,nostylesdark,,se a o boticário e a lojas swift aparecerem como patrocinadores deles o mérito foi meu hein
2022-06-12 17:38:39+00:00,10,J_Gomes_A,"Atibaia, Brasil","@realpfigueiredo Seja bem vindo ao clube:

Natura

Magazine Luiza

XP

Boticário"
2022-06-12 17:36:32+00:00,2,SerpanSrgio,,Os produtos do Boticario são fabricados apenas para pederastas (LGBTXUWZ+) ou também para homens e mulheres binários?
2022-06-12 17:29:53+00:00,0,ohmygioz,ʜᴏᴘᴇ ᴡᴏʀʟᴅ⁷,eu só queria ganhar mais um kit da boticário ou uns vale churros de novo
2022-06-12 17:14:53+00:00,0,DudinhaAlveess,"Rio de Janeiro, Brasil","Acabei de comprar um perfume e já quero outro, o Boticário é tudo😩"
2022-06-12 17:05:19+00:00,0,busydyl,,"boticário nunca vou te perdoar por tirar baunilha de madagascar de linha, simplesmente a maior linha esmurrando baunilha real e todos os outros da nativa spa, nunca serão dylan pessoa"
2022-06-12 17:03:41+00:00,18,gabriel20357738,Portugal,"@Carolmph mais uma? qual é o problema ? agora virou caso de heterofobia só pode! pq Avon, Boticario, Natura, Magalu etc.. só com postagem desse jeito."
2022-06-12 17:01:36+00:00,1,whoisloesa,sanancity,@YasminMaltauro boticário é simplesmente tudo
2022-06-12 16:58:21+00:00,2,Mille_limaa7,"Rio de Janeiro, Brasil",Meu bb me deu o kit da boticário que cheirinho maravilhoso 😍
2022-06-12 16:56:39+00:00,1,YasminMaltauro,"Caxias do Sul, Brasil","mais uma vez disseram que sou cheirosa 🥰🥰🥰🥰
diquinha beninas: body splash floratta red da boticario"
2022-06-12 16:55:02+00:00,1,paulo_hnn,Brazil,"@CravoPaulo Qual a necessidade de colocar na propaganda do Boticário um casal homossexual?
Isso aí a muito bonito da porta pra fora de qualquer casa , mas, dentro vixe!!!"
2022-06-12 16:41:16+00:00,0,stormpearls,(sofia ♡ laís),@cIubedaIuta pior que o boticário tem tanto perfume bom
2022-06-12 16:41:08+00:00,5,NancyBarbosade2,Brasil,"@CravoPaulo @Ricardo09042786 Um casal Hétero,não vale para o Boticário????? Que coisa! 🤔🤨"
2022-06-12 16:33:26+00:00,0,Beth48305527,,"@magui23br boticário, natura, riachuelo, magalu, americanas, xp, itaú... lacrou, aguenta."
2022-06-12 16:32:12+00:00,0,stormpearls,(sofia ♡ laís),"@cIubedaIuta eu uso um perfume que roubei da minha mãe hihi que é o baniras da versace :( mas acho que vou comprar o linda do boticário que tem um cheirinho gostoso dms e tem creme, body splash etc"
2022-06-12 16:06:12+00:00,1,Sarahtavarex,Rio Grande do Sul ,"Ele me deu o boticário, uma rosa e café na cama, é ele com toda certeza ❤"
2022-06-12 16:05:28+00:00,0,artrlobato,"Berlin, Deutschland","Gente, o Egeo da Boticário"
2022-06-12 16:04:53+00:00,1,CoutoRodrigo3,"Bangu, Rio de Janeiro","Linda da Boticário é meu cheiro, não dá pra mudar"
2022-06-12 15:58:33+00:00,0,FelipeRtur,,Boticário empatando meu dia dos namorados
2022-06-12 15:50:57+00:00,0,rbecadacosta,"Brasília, Brasil","Eu tô ficando viciada no hidratante labial da O Boticário, sério tudo nele é perfeitoooo 🙃🙃🙃🙃"
2022-06-12 15:35:16+00:00,0,lmjxxv2,{d/ela},"A Boticário pipopopo dia do amor, bora procurar parar!!!!!!! Que eu não vou comprar 73827271920 pra ficante. Hoje é dia dos namorados!!!!!!!! Respeitem os namorados"
2022-06-12 15:28:21+00:00,0,_hellennsouza,"João Pessoa, Brasil",rezar pra que no boticário tenha o perfume 😩
2022-06-12 15:20:15+00:00,2,jkdp_pratt,CA,"@JosuJunior16 @oproprioeldivo Nunca gostei de nada do Boticario.  Nao entendo como o povo brasileiro se acostumou tanto a comprar ""gato"" por ""lebre"".  O unico ""gato"" que e bom e a minha (foto)🤣🤣🤣😂😂😂🙏🙏🙏"
2022-06-12 15:08:08+00:00,0,gimarfar,,"@leomarquese KKKKKKKKKKKKK quero fazer na vó em leleo
A gente ia encontrar dois creme da boticario vencido em 2010 já embrulhado para se dar dado no próximo natal"
2022-06-12 14:57:27+00:00,11,teammariximenes,💥▪🍫,Mais um dia dos Namorados e sempre lembro desse comercial da Boticário https://t.co/kHEJpQztfj
2022-06-12 14:40:28+00:00,0,valcebs,,"@Fernandokabulo5 Boticário NUNCA MAIS,.."
2022-06-12 14:37:49+00:00,1,KatitaMoraes,"Rio de Janeiro, Brasil","Tô achando esse dia dos namorados mto engraçado. Tem tanta gnt solteira, q até o Boticário fez propaganda p os contatinhos. Rs... E o Serginho Grosman falou q o prog ontem era p os solteiros tb. Rs..."
2022-06-12 14:32:57+00:00,0,Thaisnatalia29,,"Renan veio aqui e levou o kit da boticário que eu comprei pra mim 🥺🥲 esses meus clientes são fod@, não posso ter nada 🤡"
2022-06-12 14:21:39+00:00,2,fabianamurray,Praia Grande,"Hoje a shopee fez a promoção nas compras acima de 10 reais cupom de frete grátis. Então aproveite e compre meus fracionados da Boticário e Mahogany. Tem perfume, body splash e hidratantes todos fracionados.
https://t.co/irOiGgCVSB https://t.co/KkLBvSfual"
2022-06-12 14:15:17+00:00,2,lndlgoblue,,"ontem entrei na o boticário pra sentir cheiros e a moça vendedora perguntou se eu já havia usado algum perfume da marca. disse que sim, anos atrás, quando o carpe diem ainda existia. aí ela olhou pra mim assim 👀 e falou e se eu disser que relançaram uma edição especial limitada https://t.co/b49sEHTNs6"
2022-06-12 14:10:10+00:00,2,jkdp_pratt,CA,@oproprioeldivo BOICOTEM! BOTICARIO SO TEM PERFUME FEDIDO MESMO!
2022-06-12 14:04:57+00:00,6,heliojoseRibei1,"Cuiabá, Brazil",@CravoPaulo Com certeza nem boticário nem natura
2022-06-12 14:03:35+00:00,0,raysssava,,"O inseto deu um kit de perfume da boticário pra minha mae e, eu ja passei logo um perfuminho, pq vai se ela devolve"
2022-06-12 14:03:10+00:00,0,poppyashryver,she/her,Dormi e sonhei que trabalhava no grupo O Boticário como estagiária na área de comunicação foi muito triste acordar e perceber que ainda sou desempregada Kkkkkk crying
2022-06-12 14:00:53+00:00,0,Eduardo39521507,,@drpaulofaria22 Ele está querendo presente do dia dos namorados. Um polo ou perfume da boticário.......
2022-06-12 14:00:22+00:00,0,ThiagoMoraesPB,João Pessoa,Dia dos Namorados: O Boticário celebra o Dia do Amor com mais de 63 opções de kits https://t.co/yV0eIdvEeH
2022-06-12 13:59:56+00:00,0,eudidigo,"Olinda, Nilópolis","Ganhei um traje ontem e um kit O Boticário hoje, essa mulher sabe mimar o homem dela 🥰🥰🥰"
2022-06-12 13:42:02+00:00,0,badgalettix,,"Encontrei uma revendedora eudora, agora a boticario e a eudora tem todo meu salário. https://t.co/YkLNu9uTZq"
2022-06-12 13:22:40+00:00,0,Geraldd14814418,,@mmmarianos @LojasOBoticario Comprava no Boticário
2022-06-12 12:38:22+00:00,1,Salu69476573,"Rio de Janeiro, Brazil",@marcon_monteiro Exercendo meu direito Democrático   de boicotar a Boticário...
2022-06-12 12:35:54+00:00,0,samuelrosalima,São Paulo,"@mmmarianos @RitaCGuedes22 @LojasOBoticario O povo de bem não compra produtos O BOTICARIO. O Boicote é total. Essa lacração precisa acabar. O Brasil tem é uma Nação cristã temente á Deus e respeita á Família. O Boicote vai ser total as empresas lacradoras,  imundas e fedegosas."
2022-06-12 12:31:05+00:00,1,melmirandax,,"nego me deu as lingeries quarta e hoje um kit do boticário, sou muito mimada mesmo 🥰"
2022-06-12 12:25:00+00:00,0,kawanpl,021/,@Jonata_Furtado1 @alevillar22 Boticário também tem perfume barato meu querido
2022-06-12 12:15:58+00:00,1,asinhorinha,,@sandroraraujo @Max290767 @LojasOBoticario Homem que só compra no Boticário.... sei não 😏😏🌈.
2022-06-12 11:53:14+00:00,2,lurarim,cwb,meu cabelo tá parecendo o catálogo da boticário cada fio é um aroma diferente
2022-06-12 11:46:28+00:00,0,ana__adami,"Bauru, Brasil",comprei o kit bumbum de pêssego da boticário completamente influenciada pelo tiktok
2022-06-12 11:30:04+00:00,0,nidi_alves,,"@Fernandokabulo5 Não compro nada do BOTICÁRIO  e já pedi, não me deem nada de presente dessa marca"
2022-06-12 11:26:33+00:00,0,Jonata_Furtado1,"Rio de Janeiro, Brazil",@kawanpl @alevillar22 Eu só dou boticário meu amor me respeita
2022-06-12 11:13:23+00:00,0,Pizza_Sempre,Brasil,"@isaindelicato A boticário tá mosca do de não fazer um perfume assim, seria a morte do mamãe e bebê"
2022-06-12 10:46:07+00:00,3,Letywolfy,In The World,"Feliz dia dos namorados! ❤❤

Comemore com alguém  q vc ame, não  importa o status. Oq importa é o amor!

(Roubei da o boticário, eu acho)"
2022-06-12 10:34:39+00:00,3,LeandroSarno,"São Paulo, Brasil","@mmmarianos @AnaClaudiaBRP @LojasOBoticario Eu comprava muito xarope no Boticário perto de casa. Hoje é chamada de farmácia. Já esse boticário, nunca ouvi falar."
2022-06-12 10:29:26+00:00,0,Laay_llima,Rio de Janeiro,"Meu amor foi trabalhar, mas primeiro me deu meu kit da boticário 🥰"
2022-06-12 10:19:12+00:00,3,Roberto54049097,,@mmmarianos @AnaClaudiaBRP @LojasOBoticario Sim...#fora o boticário
2022-06-12 08:53:14+00:00,1,MasdianTelas,,@Vieira651 @Fernandokabulo5 @boticario Os últimos que tentaram lacrar viram seus lucros despencar.
2022-06-12 08:47:14+00:00,1,Vieira651,"Minas Gerais, Brasil","@Fernandokabulo5 Segundo pesquisas quase 3 milhões de pessoas se declaram como homossexuais, num universo de 200 milhões de pessoas, creio que esse seja o publico alvo do @boticario.
Mais uma empresa lacradora, vejamos até onde ela vai."
2022-06-12 06:49:04+00:00,2,Temakinho_,"Vitória de Santo Antão, Brasil","Vi um comercial no insta da Boticário agora, no início um casal hétero se pegando, o homem jogou a menina na cama e ficou beijando ela: ngm comentou
Duas meninas entram numa cabine de fotos e dão um selinho. Comentários: Não compro mais, respeitem a família e nossas crianças 
???"
2022-06-12 06:37:56+00:00,7,sandra_1359,,@mmmarianos @LojasOBoticario Por mim. @oBoticario  Pode entochar todos os produtos. Eu sou hétero. Então meu dinheiro não serve para o Boticário.
2022-06-12 05:55:18+00:00,0,steniosaldanh,"Copacabana, Rio de Janeiro","@mmmarianos @LojasOBoticario Como li de alguém aqui no TT, aceito uma pomada minâncora como presente, mas se o presente for do boticário vai dar briga. Vou xingar muuuuuito"
2022-06-12 05:33:22+00:00,0,BreMallu,RJ 021 🌞,"Vinícius me deu a Melissa que eu queria e um perfume da o Boticário, eu amei o presente 🥰❤️"
2022-06-12 04:54:31+00:00,1,miaeloin,"Kentucky, USA","@MirnaConceicao @mmmarianos @LojasOBoticario Boticário podia ter um marketing mais abrangente. Falha, produção!"
2022-06-12 04:45:15+00:00,1,Canissocyco,Santa Inês ,O Polenguinho vai deixar a boticário mais rica
2022-06-12 04:07:55+00:00,0,gcfsafes,134340,amo a linha boa noite da boticário &lt;33
2022-06-12 04:05:05+00:00,1,carauzinhawn,"Rio de Janeiro, Brasil","Enquanto não tiver promoção do meu perfume na Boticário eu não compro, me recusooooo"
2022-06-12 03:53:06+00:00,3,gandra__mari,,"o presente de kaio foi um perfume da Boticário e um quadro de natacha, o meu presente foi um perfume da Boticário e um quadro de natacha kkkkkkkkk se fosse combinado não seria tão igual   melhor impossível 🥰🥰"
2022-06-12 03:52:14+00:00,0,srmoraesp,rj,"Pqp esse hidratante de beijinho da boticário é mt cheiroso mds, tô amando sentir o meu cheirinho 🥰"
2022-06-12 03:39:47+00:00,87,editionofc,,"ATUALIZAÇÃO COMPLEXO

E o clima de dia dos namorados está no ar!!!❤️

""A gente parece dois namorados dando boticário um para o outro"" kkkk https://t.co/FBLoXJSSfK"
2022-06-12 03:23:22+00:00,1,opaulovincent,"Rio do Sul, Santa Catarina",O Boticário é o especialista em botico? https://t.co/dlCXep2E2Z
2022-06-12 03:21:24+00:00,1,gabinalini,"Mato Grosso, Brasil","passei pela o boticário hj e falei pra minha mae: era pra eu estar aí agora comprando um presente de eu tivesse um namorado

ela: e o j***?
eu: 😀😀😀"
2022-06-12 03:20:27+00:00,6,asinhorinha,,"LIXO! 
Nem eu e MUITO MENOS meus filhos entram na loja dessas 🤢🤮‼️Fora O Boticário ‼️ @LojasOBoticario"
2022-06-12 03:18:21+00:00,0,Monnih__,Brasil,"Comercial namorados
• O Boticário - 1996
#oboticario https://t.co/9gEVFfVTdX"
2022-06-12 03:13:56+00:00,0,baeofevery,Brasil,"ah, eu so resolvi comprar este maldito hidratante na farmacia pq a caralho da boticario camcelou meu pedido : )"
2022-06-12 03:06:06+00:00,1,leticiasousa193,"Rosário do Sul, Brasil","aí sabe, ganhei um presente perfeito e além de tudo os produtos que eu amo da Boticário, eu tenho o melhor ao meu lado!!🥲❤️❤️❤️❤️❤️"
2022-06-12 02:42:26+00:00,0,kittdecepcao,"São Luís, MA",Esse comercial da boticário é um erro imagina presentar amigo que tu pega kkkkkkkkkkkk
2022-06-12 02:35:32+00:00,0,CORRETORPETRUS,SAO LUIS/MARANHÃO,Boticário é uma bela porcaria
2022-06-12 02:32:52+00:00,3,DiPerrelli,"Trecchina, Basilicata","Não compro mais produtos da Hering, Natura, Riachuelo, @Ambev, @Eisenbahn, O Boticário, Magazine Luiza, Avon"
2022-06-12 02:29:56+00:00,2,dezzadc,,aproveitei a promoção do dia dos namorados do boticário e comprei um kit de perfume pra mamãe pq o aniversário dela eh mês que vem
2022-06-12 02:29:31+00:00,4,Saymonsaid,"Araguaína, Tocantins, Brasil","descobri que meu problema com os perfumes masculinos da Boticário é que, para mim, todos têm o mesmíssimo cheiro"
2022-06-12 02:25:59+00:00,0,marsccp_,"Campo Grande, Brasil",meu perfumito acabou = esse mês a boticário terá todo meu dinheiro (não me contento apenas com um
